,Crop,Sowing Time,Region,Min Temp,Max Temp,Soil pH,Soil Type,Min Rainfall,Max Rainfall
2505,watermelon,april,andhra pradesh,21,27,6.4,alluvial soil,40,60
2506,watermelon,may,andhra pradesh,21,27,6.4,alluvial soil,40,60
2507,watermelon,april,tamil nadu,21,27,6.4,alluvial soil,40,60
2508,watermelon,may,tamil nadu,21,27,6.4,alluvial soil,40,60
2509,watermelon,april,maharashtra,21,27,6.4,alluvial soil,40,60
2510,watermelon,may,maharashtra,21,27,6.4,alluvial soil,40,60
2511,watermelon,april,madhya pradesh,21,27,6.4,alluvial soil,40,60
2512,watermelon,may,madhya pradesh,21,27,6.4,alluvial soil,40,60
2513,watermelon,april,haryana,21,27,6.4,alluvial soil,40,60
2514,watermelon,may,haryana,21,27,6.4,alluvial soil,40,60
2515,watermelon,april,chhattisgarh,21,27,6.4,alluvial soil,40,60
2516,watermelon,may,chhattisgarh,21,27,6.4,alluvial soil,40,60
2517,aloevera,november,rajasthan,-1,50,7.75,loamy soil,0,0
2518,aloevera,december,rajasthan,-1,50,7.75,loamy soil,0,0
2519,aloevera,january,rajasthan,-1,50,7.75,loamy soil,0,0
2520,aloevera,november,andhra pradesh,-1,50,7.75,loamy soil,0,0
2521,aloevera,december,andhra pradesh,-1,50,7.75,loamy soil,0,0
2522,aloevera,january,andhra pradesh,-1,50,7.75,loamy soil,0,0
2523,aloevera,november,gujrat,-1,50,7.75,loamy soil,0,0
2524,aloevera,december,gujrat,-1,50,7.75,loamy soil,0,0
2525,aloevera,january,gujrat,-1,50,7.75,loamy soil,0,0
2526,aloevera,november,maharashtra,-1,50,7.75,loamy soil,0,0
2527,aloevera,december,maharashtra,-1,50,7.75,loamy soil,0,0
2528,aloevera,january,maharashtra,-1,50,7.75,loamy soil,0,0
2529,aloevera,november,tamil nadu,-1,50,7.75,loamy soil,0,0
2530,aloevera,december,tamil nadu,-1,50,7.75,loamy soil,0,0
2531,aloevera,january,tamil nadu,-1,50,7.75,loamy soil,0,0
2532,anola,april,andhra pradesh,11,25,6.5,slightly acidic soil,63,80
2533,anola,april,assam,11,25,6.5,slightly acidic soil,63,80
2534,anola,april,chhattisgarh,11,25,6.5,slightly acidic soil,63,80
2535,anola,april,gujrat,11,25,6.5,slightly acidic soil,63,80
2536,anola,april,haryana,11,25,6.5,slightly acidic soil,63,80
2537,anola,april,himachal pradesh,11,25,6.5,slightly acidic soil,63,80
2538,anola,april,jammu kashmir,11,25,6.5,slightly acidic soil,63,80
2539,anola,april,jharkhand,11,25,6.5,slightly acidic soil,63,80
2540,anola,april,karnataka,11,25,6.5,slightly acidic soil,63,80
2541,anola,april,madhya pradesh,11,25,6.5,slightly acidic soil,63,80
2542,anola,april,punjab,11,25,6.5,slightly acidic soil,63,80
2543,anola,april,rajasthan,11,25,6.5,slightly acidic soil,63,80
2544,anola,april,tamil nadu,11,25,6.5,slightly acidic soil,63,80
2545,anola,april,uttar pradesh,11,25,6.5,slightly acidic soil,63,80
2546,anola,april,uttarakhand,11,25,6.5,slightly acidic soil,63,80
2547,anola,april,west bengal,11,25,6.5,slightly acidic soil,63,80
2548,asparagus,march,himachal pradesh,20,35,6,laterite soil,60,100
2549,asparagus,april,himachal pradesh,20,35,6,laterite soil,60,100
2550,asparagus,july,himachal pradesh,20,35,6,laterite soil,60,100
2551,asparagus,june,himachal pradesh,20,35,6,laterite soil,60,100
2552,asparagus,may,himachal pradesh,20,35,6,laterite soil,60,100
2553,asparagus,march,jammu kashmir,20,35,6,laterite soil,60,100
2554,asparagus,april,jammu kashmir,20,35,6,laterite soil,60,100
2555,asparagus,july,jammu kashmir,20,35,6,laterite soil,60,100
2556,asparagus,november,jammu kashmir,20,35,6,laterite soil,60,100
2557,asparagus,august,jammu kashmir,20,35,6,laterite soil,60,100
2558,asparagus,september,jammu kashmir,20,35,6,laterite soil,60,100
2559,asparagus,october,jammu kashmir,20,35,6,laterite soil,60,100
2560,asparagus,march,rajasthan,20,35,6,laterite soil,60,100
2561,asparagus,april,rajasthan,20,35,6,laterite soil,60,100
2562,asparagus,july,rajasthan,20,35,6,laterite soil,60,100
2563,asparagus,november,rajasthan,20,35,6,laterite soil,60,100
2564,asparagus,august,rajasthan,20,35,6,laterite soil,60,100
2565,asparagus,september,rajasthan,20,35,6,laterite soil,60,100
2566,asparagus,october,rajasthan,20,35,6,laterite soil,60,100
2567,asparagus,march,maharashtra,20,35,6,laterite soil,60,100
2568,asparagus,april,maharashtra,20,35,6,laterite soil,60,100
2569,asparagus,july,maharashtra,20,35,6,laterite soil,60,100
2570,asparagus,november,maharashtra,20,35,6,laterite soil,60,100
2571,asparagus,august,maharashtra,20,35,6,laterite soil,60,100
2572,asparagus,september,maharashtra,20,35,6,laterite soil,60,100
2573,asparagus,october,maharashtra,20,35,6,laterite soil,60,100
2574,asparagus,march,bihar,20,35,6,laterite soil,60,100
2575,asparagus,april,bihar,20,35,6,laterite soil,60,100
2576,asparagus,july,bihar,20,35,6,laterite soil,60,100
2577,asparagus,november,bihar,20,35,6,laterite soil,60,100
2578,asparagus,august,bihar,20,35,6,laterite soil,60,100
2579,asparagus,september,bihar,20,35,6,laterite soil,60,100
2580,asparagus,october,bihar,20,35,6,laterite soil,60,100
2581,asparagus,july,punjab,20,35,6,laterite soil,60,100
2582,asparagus,june,punjab,20,35,6,laterite soil,60,100
2583,asparagus,november,punjab,20,35,6,laterite soil,60,100
2584,asparagus,october,punjab,20,35,6,laterite soil,60,100
2585,asparagus,march,haryana,30,38,6,laterite soil,60,100
2586,asparagus,april,haryana,30,38,6,laterite soil,60,100
2587,asparagus,july,haryana,30,38,6,laterite soil,60,100
2588,asparagus,november,haryana,30,38,6,laterite soil,60,100
2589,asparagus,august,haryana,30,38,6,laterite soil,60,100
2590,asparagus,september,haryana,30,38,6,laterite soil,60,100
2591,asparagus,october,haryana,30,38,6,laterite soil,60,100
2592,asparagus,march,uttar pradesh,20,35,6,laterite soil,60,100
2593,asparagus,june,uttar pradesh,20,35,6,laterite soil,60,100
2594,asparagus,july,uttar pradesh,20,35,6,laterite soil,60,100
2595,asparagus,november,uttar pradesh,20,35,6,laterite soil,60,100
2596,asparagus,december,uttar pradesh,20,35,6,laterite soil,60,100
2597,asparagus,october,uttar pradesh,20,35,6,laterite soil,60,100
2598,asparagus,december,punjab,20,35,6,laterite soil,60,100
2599,bhumiamalaki,april,uttar pradesh,28,38,5.5,clay soil,25,30
2600,bhumiamalaki,april,punjab,28,38,5.5,clay soil,25,30
2601,bhumiamalaki,april,jharkhand,28,38,5.5,clay soil,25,30
2602,bhumiamalaki,april,bihar,28,38,5.5,clay soil,25,30
2603,bhumiamalaki,april,chhattisgarh,28,38,5.5,clay soil,25,30
2604,bhumiamalaki,may,uttar pradesh,28,38,5.5,clay soil,25,30
2605,bhumiamalaki,may,punjab,28,38,5.5,clay soil,25,30
2606,bhumiamalaki,may,jharkhand,28,38,5.5,clay soil,25,30
2607,bhumiamalaki,may,bihar,28,38,5.5,clay soil,25,30
2608,bhumiamalaki,may,chhattisgarh,28,38,5.5,clay soil,25,30
2609,dillseed,october,punjab,25,35,6.2,well-drained deep soil,75,100
2610,dillseed,october,uttar pradesh,25,35,6.2,well-drained deep soil,75,100
2611,dillseed,october,gujrat,25,35,6.2,well-drained deep soil,75,100
2612,dillseed,october,maharashtra,25,35,6.2,well-drained deep soil,75,100
2613,dillseed,october,assam,25,35,6.2,well-drained deep soil,75,100
2614,dillseed,october,west bengal,25,35,6.2,well-drained deep soil,75,100
2615,dillseed,october,haryana,25,35,6.2,well-drained deep soil,75,100
2616,dillseed,august,rajasthan,25,35,6.2,well-drained deep soil,75,100
2617,dillseed,september,rajasthan,25,35,6.2,well-drained deep soil,75,100
2618,dillseed,october,uttarakhand,25,35,6.2,well-drained deep soil,75,100
2619,dillseed,november,uttarakhand,25,35,6.2,well-drained deep soil,75,100
2620,dillseed,february,uttarakhand,25,35,6.2,well-drained deep soil,75,100
2621,dillseed,march,uttarakhand,25,35,6.2,well-drained deep soil,75,100
2622,fennel,september,gujrat,15,25,5.5,black cotton soil,50,75
2623,fennel,october,gujrat,15,25,5.5,black cotton soil,50,75
2624,fennel,september,rajasthan,15,25,5.5,black cotton soil,50,75
2625,fennel,october,rajasthan,15,25,5.5,black cotton soil,50,75
2626,fennel,september,west bengal,15,25,5.5,black cotton soil,50,75
2627,fennel,october,west bengal,15,25,5.5,black cotton soil,50,75
2628,fennel,september,uttar pradesh,15,25,5.5,black cotton soil,50,75
2629,fennel,october,uttar pradesh,15,25,5.5,black cotton soil,50,75
2630,fennel,september,haryana,15,25,5.5,black cotton soil,50,75
2631,fennel,october,haryana,15,25,5.5,black cotton soil,50,75
2632,fennel,september,karnataka,15,25,5.5,black cotton soil,50,75
2633,fennel,october,karnataka,15,25,5.5,black cotton soil,50,75
2634,fennel,september,andhra pradesh,15,25,5.5,black cotton soil,50,75
2635,fennel,october,andhra pradesh,15,25,5.5,black cotton soil,50,75
2636,fennel,september,madhya pradesh,15,25,5.5,black cotton soil,50,75
2637,fennel,october,madhya pradesh,15,25,5.5,black cotton soil,50,75
2638,fennel,september,punjab,15,25,5.5,black cotton soil,50,75
2639,fennel,october,punjab,15,25,5.5,black cotton soil,50,75
2640,indianbael,february,bihar,35,50,5,loamy soil,174,200
2641,indianbael,july,bihar,35,50,5,loamy soil,174,200
2642,indianbael,august,bihar,35,50,5,loamy soil,174,200
2643,indianbael,march,bihar,35,50,5,loamy soil,174,200
2644,indianbael,february,chhattisgarh,35,50,5,loamy soil,174,200
2645,indianbael,march,chhattisgarh,35,50,5,loamy soil,174,200
2646,indianbael,february,haryana,35,50,5,loamy soil,174,200
2647,indianbael,march,haryana,35,50,5,loamy soil,174,200
2648,indianbael,february,himachal pradesh,35,50,5,loamy soil,174,200
2649,indianbael,march,himachal pradesh,35,50,5,loamy soil,174,200
2650,indianbael,february,jharkhand,35,50,5,loamy soil,174,200
2651,indianbael,march,jharkhand,35,50,5,loamy soil,174,200
2652,indianbael,february,madhya pradesh,35,50,5,loamy soil,174,200
2653,indianbael,march,madhya pradesh,35,50,5,loamy soil,174,200
2654,indianbael,february,odisha,35,50,5,loamy soil,174,200
2655,indianbael,march,odisha,35,50,5,loamy soil,174,200
2656,indianbael,february,punjab,35,50,5,loamy soil,174,200
2657,indianbael,july,punjab,35,50,5,loamy soil,174,200
2658,indianbael,august,punjab,35,50,5,loamy soil,174,200
2659,indianbael,march,punjab,35,50,5,loamy soil,174,200
2660,indianbael,february,rajasthan,49,70,5,loamy soil,170,180
2661,indianbael,march,rajasthan,49,70,5,loamy soil,170,180
2662,indianbael,february,uttar pradesh,35,50,5,loamy soil,174,200
2663,indianbael,march,uttar pradesh,35,50,5,loamy soil,174,200
2664,indianbael,february,uttarakhand,49,70,5,loamy soil,174,200
2665,indianbael,march,uttarakhand,49,70,5,loamy soil,174,200
2666,mint,december,uttar pradesh,20,40,6.5,loamy soil,100,110
2667,mint,december,punjab,20,40,6.5,loamy soil,100,110
2668,mint,december,haryana,20,40,6.5,loamy soil,100,110
2669,mint,december,uttarakhand,20,40,6.5,loamy soil,100,110
2670,mint,december,himachal pradesh,20,40,6.5,loamy soil,100,110
2671,mint,january,punjab,20,40,6.5,loamy soil,100,110
2672,mint,january,haryana,20,40,6.5,loamy soil,100,110
2673,mint,january,uttarakhand,20,40,6.5,loamy soil,100,110
2674,mint,january,himachal pradesh,20,40,6.5,loamy soil,100,110
2675,mint,january,uttar pradesh,20,40,6.5,loamy soil,100,110
2676,mint,february,punjab,20,40,6.5,loamy soil,100,110
2677,mint,february,haryana,20,40,6.5,loamy soil,100,110
2678,mint,february,uttarakhand,20,40,6.5,loamy soil,100,110
2679,mint,february,himachal pradesh,20,40,6.5,loamy soil,100,110
2680,mint,february,uttar pradesh,20,40,6.5,loamy soil,100,110
2681,mint,march,uttar pradesh,20,40,6.5,loamy soil,100,110
2682,mint,march,punjab,20,40,6.5,loamy soil,100,110
2683,mint,march,haryana,20,40,6.5,loamy soil,100,110
2684,mint,march,uttarakhand,20,40,6.5,loamy soil,100,110
2685,mint,march,himachal pradesh,20,40,6.5,loamy soil,100,110
2686,mint,december,uttar pradesh,20,40,6.5,red soil,100,110
2687,mint,december,punjab,20,40,6.5,red soil,100,110
2688,mint,december,haryana,20,40,6.5,red soil,100,110
2689,mint,december,uttarakhand,20,40,6.5,red soil,100,110
2690,mint,december,himachal pradesh,20,40,6.5,red soil,100,110
2691,mint,january,punjab,20,40,6.5,red soil,100,110
2692,mint,january,haryana,20,40,6.5,red soil,100,110
2693,mint,january,uttarakhand,20,40,6.5,red soil,100,110
2694,mint,january,himachal pradesh,20,40,6.5,red soil,100,110
2695,mint,january,uttar pradesh,20,40,6.5,red soil,100,110
2696,mint,february,punjab,20,40,6.5,red soil,100,110
2697,mint,february,haryana,20,40,6.5,red soil,100,110
2698,mint,february,uttarakhand,20,40,6.5,red soil,100,110
2699,mint,february,himachal pradesh,20,40,6.5,red soil,100,110
2700,mint,february,uttar pradesh,20,40,6.5,red soil,100,110
2701,mint,march,uttar pradesh,20,40,6.5,red soil,100,110
2702,mint,march,punjab,20,40,6.5,red soil,100,110
2703,mint,march,haryana,20,40,6.5,red soil,100,110
2704,mint,march,uttarakhand,20,40,6.5,red soil,100,110
2705,mint,march,himachal pradesh,20,40,6.5,red soil,100,110
2706,mint,december,uttar pradesh,20,40,6.5,black cotton soil,100,110
2707,mint,december,punjab,20,40,6.5,black cotton soil,100,110
2708,mint,december,haryana,20,40,6.5,black cotton soil,100,110
2709,mint,december,uttarakhand,20,40,6.5,black cotton soil,100,110
2710,mint,december,himachal pradesh,20,40,6.5,black cotton soil,100,110
2711,mint,january,punjab,20,40,6.5,black cotton soil,100,110
2712,mint,january,haryana,20,40,6.5,black cotton soil,100,110
2713,mint,january,uttarakhand,20,40,6.5,black cotton soil,100,110
2714,mint,january,himachal pradesh,20,40,6.5,black cotton soil,100,110
2715,mint,january,uttar pradesh,20,40,6.5,black cotton soil,100,110
2716,mint,february,punjab,20,40,6.5,black cotton soil,100,110
2717,mint,february,haryana,20,40,6.5,black cotton soil,100,110
2718,mint,february,uttarakhand,20,40,6.5,black cotton soil,100,110
2719,mint,february,himachal pradesh,20,40,6.5,black cotton soil,100,110
2720,mint,february,uttar pradesh,20,40,6.5,black cotton soil,100,110
2721,mint,march,uttar pradesh,20,40,6.5,black cotton soil,100,110
2722,mint,march,punjab,20,40,6.5,black cotton soil,100,110
2723,mint,march,haryana,20,40,6.5,black cotton soil,100,110
2724,mint,march,uttarakhand,20,40,6.5,black cotton soil,100,110
2725,mint,march,himachal pradesh,20,40,6.5,black cotton soil,100,110
2726,ashwagandha,june,gujrat,20,38,7.5,loamy soil,50,75
2727,ashwagandha,july,gujrat,20,38,7.5,loamy soil,50,75
2728,ashwagandha,june,haryana,20,38,7.5,loamy soil,50,75
2729,ashwagandha,july,haryana,20,38,7.5,loamy soil,50,75
2730,ashwagandha,june,jammu kashmir,20,38,7.5,loamy soil,50,75
2731,ashwagandha,july,jammu kashmir,20,38,7.5,loamy soil,50,75
2732,ashwagandha,june,madhya pradesh,20,38,7.5,loamy soil,50,75
2733,ashwagandha,july,madhya pradesh,20,38,7.5,loamy soil,50,75
2734,ashwagandha,june,punjab,20,38,7.5,loamy soil,50,75
2735,ashwagandha,july,punjab,20,38,7.5,loamy soil,50,75
2736,ashwagandha,june,rajasthan,20,38,7.5,loamy soil,50,75
2737,ashwagandha,july,rajasthan,20,38,7.5,loamy soil,50,75
2738,ashwagandha,june,uttar pradesh,20,38,7.5,loamy soil,50,75
2739,ashwagandha,july,uttar pradesh,20,38,7.5,loamy soil,50,75
2740,ashwagandha,june,uttarakhand,20,38,7.5,loamy soil,50,75
2741,ashwagandha,july,uttarakhand,20,38,7.5,loamy soil,50,75
2742,ashwagandha,june,gujrat,20,38,7.5,red soil,50,75
2743,ashwagandha,july,gujrat,20,38,7.5,red soil,50,75
2744,ashwagandha,june,haryana,20,38,7.5,red soil,50,75
2745,ashwagandha,july,haryana,20,38,7.5,red soil,50,75
2746,ashwagandha,june,jammu kashmir,20,38,7.5,red soil,50,75
2747,ashwagandha,july,jammu kashmir,20,38,7.5,red soil,50,75
2748,ashwagandha,june,madhya pradesh,20,38,7.5,red soil,50,75
2749,ashwagandha,july,madhya pradesh,20,38,7.5,red soil,50,75
2750,ashwagandha,june,punjab,20,38,7.5,red soil,50,75
2751,ashwagandha,july,punjab,20,38,7.5,red soil,50,75
2752,ashwagandha,june,rajasthan,20,38,7.5,red soil,50,75
2753,ashwagandha,july,rajasthan,20,38,7.5,red soil,50,75
2754,ashwagandha,june,uttar pradesh,20,38,7.5,red soil,50,75
2755,ashwagandha,july,uttar pradesh,20,38,7.5,red soil,50,75
2756,ashwagandha,june,uttarakhand,20,38,7.5,red soil,50,75
2757,ashwagandha,july,uttarakhand,20,38,7.5,red soil,50,75
2758,tulsi,april,andhra pradesh,21,35,6.25,loamy soil,55,80
2759,tulsi,april,hyderabad,21,35,6.25,loamy soil,55,80
2760,tulsi,april,arunachal pradesh,21,35,6.25,loamy soil,55,80
2761,tulsi,april,assam,21,35,6.25,loamy soil,55,80
2762,tulsi,april,bihar,21,35,6.25,loamy soil,55,80
2763,tulsi,april,chhattisgarh,21,35,6.25,loamy soil,55,80
2764,tulsi,april,goa,21,35,6.25,loamy soil,55,80
2765,tulsi,april,gujrat,21,35,6.25,loamy soil,55,80
2766,tulsi,april,haryana,21,35,6.25,loamy soil,55,80
2767,tulsi,april,himachal pradesh,21,35,6.25,loamy soil,55,80
2768,tulsi,april,jammu kashmir,21,35,6.25,loamy soil,55,80
2769,tulsi,april,jharkhand,21,35,6.25,loamy soil,55,80
2770,tulsi,april,karnataka,21,35,6.25,loamy soil,55,80
2771,tulsi,april,kerala,21,35,6.25,loamy soil,55,80
2772,tulsi,april,madhya pradesh,21,35,6.25,loamy soil,55,80
2773,tulsi,april,maharashtra,21,35,6.25,loamy soil,55,80
2774,tulsi,april,manipur,21,35,6.25,loamy soil,55,80
2775,tulsi,april,meghalaya,21,35,6.25,loamy soil,55,80
2776,tulsi,april,mizoram,21,35,6.25,loamy soil,55,80
2777,tulsi,april,nagaland,21,35,6.25,loamy soil,55,80
2778,tulsi,april,odisha,21,35,6.25,loamy soil,55,80
2779,tulsi,april,punjab,21,35,6.25,loamy soil,55,80
2780,tulsi,april,rajasthan,21,35,6.25,loamy soil,55,80
2781,tulsi,april,sikkim,21,35,6.25,loamy soil,55,80
2782,tulsi,april,tamil nadu,21,35,6.25,loamy soil,55,80
2783,tulsi,april,telangana,21,35,6.25,loamy soil,55,80
2784,tulsi,april,tripura,21,35,6.25,loamy soil,55,80
2785,tulsi,april,uttar pradesh,21,35,6.25,loamy soil,55,80
2786,tulsi,april,uttarakhand,21,35,6.25,loamy soil,55,80
2787,tulsi,april,west bengal,21,35,6.25,loamy soil,55,80
2788,tulsi,april,andaman nicobar,21,35,6.25,loamy soil,55,80
2789,tulsi,april,chandigarh,21,35,6.25,loamy soil,55,80
2790,tulsi,april,dadra nagar haveli,21,35,6.25,loamy soil,55,80
2791,tulsi,april,daman diu,21,35,6.25,loamy soil,55,80
2792,tulsi,april,delhi,21,35,6.25,loamy soil,55,80
2793,tulsi,april,lakshadweep,21,35,6.25,loamy soil,55,80
2794,tulsi,april,puducherry,21,35,6.25,loamy soil,55,80
2795,tulsi,april,assam,21,35,6.25,loamy soil,55,80
2796,tulsi,april,chhattisgarh,21,35,6.25,loamy soil,55,80
2797,tulsi,april,gujrat,21,35,6.25,loamy soil,55,80
2798,tulsi,april,himachal pradesh,21,35,6.25,loamy soil,55,80
2799,tulsi,april,jharkhand,21,35,6.25,loamy soil,55,80
2800,tulsi,april,kerala,21,35,6.25,loamy soil,55,80
2801,tulsi,april,maharashtra,21,35,6.25,loamy soil,55,80
2802,tulsi,april,meghalaya,21,35,6.25,loamy soil,55,80
2803,tulsi,april,nagaland,21,35,6.25,loamy soil,55,80
2804,tulsi,april,punjab,21,35,6.25,loamy soil,55,80
2805,tulsi,april,sikkim,21,35,6.25,loamy soil,55,80
2806,tulsi,april,telangana,21,35,6.25,loamy soil,55,80
2807,tulsi,april,uttar pradesh,21,35,6.25,loamy soil,55,80
2808,waterhyssop,june,uttar pradesh,33,40,5,alluvial soil,65,83
2809,waterhyssop,july,uttar pradesh,33,40,5,alluvial soil,65,83
2810,waterhyssop,june,punjab,33,40,5,alluvial soil,65,83
2811,waterhyssop,july,punjab,33,40,5,alluvial soil,65,83
2812,waterhyssop,june,haryana,33,40,5,alluvial soil,65,83
2813,waterhyssop,july,haryana,33,40,5,alluvial soil,65,83
2814,waterhyssop,june,odisha,33,40,5,alluvial soil,65,83
2815,waterhyssop,july,odisha,33,40,5,alluvial soil,65,83
2816,waterhyssop,june,jammu kashmir,33,40,5,alluvial soil,65,83
2817,waterhyssop,july,jammu kashmir,33,40,5,alluvial soil,65,83
2818,coffee,may,karnataka,15,25,6.25,well-drained deep soil,73,82
2819,coffee,june,karnataka,15,25,6.25,well-drained deep soil,73,82
2820,coffee,may,kerala,15,25,6.25,well-drained deep soil,73,82
2821,coffee,june,kerala,15,25,6.25,well-drained deep soil,73,82
2822,coffee,may,tamil nadu,15,25,6.25,well-drained deep soil,73,82
2823,coffee,june,tamil nadu,15,25,6.25,well-drained deep soil,73,82
2824,coffee,may,andhra pradesh,15,25,6.25,well-drained deep soil,73,82
2825,coffee,june,andhra pradesh,15,25,6.25,well-drained deep soil,73,82
2826,coffee,may,odisha,15,25,6.25,well-drained deep soil,73,82
2827,coffee,june,odisha,15,25,6.25,well-drained deep soil,73,82
2828,coffee,may,tripura,15,25,6.25,well-drained deep soil,73,82
2829,coffee,june,tripura,15,25,6.25,well-drained deep soil,73,82
2830,coffee,may,nagaland,15,25,6.25,well-drained deep soil,73,82
2831,coffee,june,nagaland,15,25,6.25,well-drained deep soil,73,82
2832,coffee,may,assam,15,25,6.25,well-drained deep soil,73,82
2833,coffee,june,assam,15,25,6.25,well-drained deep soil,73,82
2834,coffee,may,mizoram,15,25,6.25,well-drained deep soil,73,82
2835,coffee,june,mizoram,15,25,6.25,well-drained deep soil,73,82
2836,coffee,may,meghalaya,15,25,6.25,well-drained deep soil,73,82
2837,coffee,june,meghalaya,15,25,6.25,well-drained deep soil,73,82
2838,coffee,may,manipur,15,25,6.25,well-drained deep soil,73,82
2839,coffee,june,manipur,15,25,6.25,well-drained deep soil,73,82
2840,coffee,may,arunachal pradesh,15,25,6.25,well-drained deep soil,73,82
2841,coffee,june,arunachal pradesh,15,25,6.25,well-drained deep soil,73,82
2842,coffee,may,maharashtra,15,25,6.25,well-drained deep soil,73,82
2843,coffee,june,maharashtra,15,25,6.25,well-drained deep soil,73,82
2844,coffee,may,karnataka,20,30,6.25,well-drained deep soil,73,82
2845,coffee,june,karnataka,20,30,6.25,well-drained deep soil,73,82
2846,coffee,may,kerala,20,30,6.25,well-drained deep soil,73,82
2847,coffee,june,kerala,20,30,6.25,well-drained deep soil,73,82
2848,coffee,may,tamil nadu,20,30,6.25,well-drained deep soil,73,82
2849,coffee,june,tamil nadu,20,30,6.25,well-drained deep soil,73,82
2850,coffee,may,andhra pradesh,20,30,6.25,well-drained deep soil,73,82
2851,coffee,june,andhra pradesh,20,30,6.25,well-drained deep soil,73,82
2852,coffee,may,odisha,20,30,6.25,well-drained deep soil,73,82
2853,coffee,june,odisha,20,30,6.25,well-drained deep soil,73,82
2854,coffee,may,tripura,20,30,6.25,well-drained deep soil,73,82
2855,coffee,june,tripura,20,30,6.25,well-drained deep soil,73,82
2856,coffee,june,nagaland,20,30,6.25,well-drained deep soil,73,82
2857,coffee,may,assam,20,30,6.25,well-drained deep soil,73,82
2858,coffee,june,assam,20,30,6.25,well-drained deep soil,73,82
2859,coffee,may,mizoram,20,30,6.25,well-drained deep soil,73,82
2860,coffee,june,mizoram,20,30,6.25,well-drained deep soil,73,82
2861,coffee,june,meghalaya,20,30,6.25,well-drained deep soil,73,82
2862,coffee,may,manipur,20,30,6.25,well-drained deep soil,73,82
2863,coffee,june,manipur,20,30,6.25,well-drained deep soil,73,82
2864,coffee,may,arunachal pradesh,20,30,6.25,well-drained deep soil,73,82
2865,coffee,june,arunachal pradesh,20,30,6.25,well-drained deep soil,73,82
2866,coffee,may,maharashtra,20,30,6.25,well-drained deep soil,73,82
2867,coffee,june,maharashtra,20,30,6.25,well-drained deep soil,73,82
2868,groundnut,june,gujrat,20,30,6.75,loamy soil,60,150
2869,groundnut,july,gujrat,20,30,6.75,loamy soil,60,150
2870,groundnut,june,maharashtra,20,30,6.75,loamy soil,60,150
2871,groundnut,july,maharashtra,20,30,6.75,loamy soil,60,150
2872,groundnut,june,madhya pradesh,20,30,6.75,loamy soil,60,150
2873,groundnut,july,madhya pradesh,20,30,6.75,loamy soil,60,150
2874,groundnut,june,karnataka,20,30,6.75,loamy soil,60,150
2875,groundnut,july,karnataka,20,30,6.75,loamy soil,60,150
2876,groundnut,august,karnataka,20,30,6.75,loamy soil,60,150
2877,groundnut,december,karnataka,20,30,6.75,loamy soil,60,150
2878,groundnut,january,karnataka,20,30,6.75,loamy soil,60,150
2879,groundnut,february,karnataka,20,30,6.75,loamy soil,60,150
2880,groundnut,march,karnataka,20,30,6.75,loamy soil,60,150
2881,groundnut,june,andhra pradesh,20,30,6.75,loamy soil,60,150
2882,groundnut,july,andhra pradesh,20,30,6.75,loamy soil,60,150
2883,groundnut,november,andhra pradesh,20,30,6.75,loamy soil,60,150
2884,groundnut,december,andhra pradesh,20,30,6.75,loamy soil,60,150
2885,groundnut,september,tamil nadu,20,30,6.75,loamy soil,60,150
2886,groundnut,october,tamil nadu,20,30,6.75,loamy soil,60,150
2887,groundnut,november,tamil nadu,20,30,6.75,loamy soil,60,150
2888,groundnut,december,tamil nadu,20,30,6.75,loamy soil,60,150
2889,groundnut,january,tamil nadu,20,30,6.75,loamy soil,60,150
2890,groundnut,june,telangana,20,30,6.75,loamy soil,60,150
2891,groundnut,july,telangana,20,30,6.75,loamy soil,60,150
2892,groundnut,november,telangana,20,30,6.75,loamy soil,60,150
2893,groundnut,december,telangana,20,30,6.75,loamy soil,60,150
2894,groundnut,january,telangana,20,30,6.75,loamy soil,60,150
2895,mustard,september,haryana,15,25,6.25,loamy soil,75,100
2896,mustard,october,haryana,15,25,6.25,loamy soil,75,100
2897,mustard,september,rajasthan,15,25,6.25,loamy soil,75,100
2898,mustard,october,rajasthan,15,25,6.25,loamy soil,75,100
2899,mustard,september,uttarakhand,15,25,6.25,loamy soil,75,100
2900,mustard,november,uttarakhand,15,25,6.25,loamy soil,75,100
2901,mustard,september,uttar pradesh,15,25,6.25,loamy soil,75,100
2902,mustard,october,uttar pradesh,15,25,6.25,loamy soil,75,100
2903,sesame,june,maharashtra,25,35,6.75,well-drained deep soil,50,66
2904,sesame,july,maharashtra,25,35,6.75,well-drained deep soil,50,66
2905,sesame,september,maharashtra,25,35,6.75,well-drained deep soil,50,66
2906,sesame,february,maharashtra,25,35,6.75,well-drained deep soil,50,66
2907,sesame,june,rajasthan,25,35,6.75,well-drained deep soil,50,66
2908,sesame,july,rajasthan,25,35,6.75,well-drained deep soil,50,66
2909,sesame,march,west bengal,25,35,6.75,well-drained deep soil,50,66
2910,sesame,may,andhra pradesh,25,35,6.75,well-drained deep soil,50,66
2911,sesame,january,andhra pradesh,25,35,6.75,well-drained deep soil,50,66
2912,sesame,july,andhra pradesh,25,35,6.75,well-drained deep soil,50,66
2913,sesame,june,gujrat,25,35,6.75,well-drained deep soil,50,66
2914,sesame,july,gujrat,25,35,6.75,well-drained deep soil,50,66
2915,sesame,september,gujrat,25,35,6.75,well-drained deep soil,50,66
